country_code,country_name,indicator_code,indicator_name,year,value,date_retrieved
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,-2.5403150300476,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,-0.666641124861147,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2018,0.255815382724408,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2017,0.394878914083005,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,2.6765917009819,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,1.8140772393776,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2014,3.34972085659523,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2013,3.22197756829293,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2012,2.31534853431661,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2011,1.13836623529202,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2010,-2.42525675161714,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2009,-4.86327801622565,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2008,15.0501451570333,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2007,13.7581625759964,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2006,11.8358096197431,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2005,8.81439532334683,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2004,6.79933665008279,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2003,2.26456504389469,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2002,0.239999999999952,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2001,1.47133434804683,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2000,1.65033522434232,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1999,2.18170320404723,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1998,2.9513888888889,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1997,4.83448981913322,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1996,4.90453460620532,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1995,2.9565217391303,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1994,1.32158590308376,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1993,-0.8733624454148,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1992,3.06030603060311,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1991,4.41729323308255,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1990,3.0009680542111,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1989,3.30000000000015,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1988,4.60251046025085,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1987,2.6852846401719,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1986,0.757575757575709,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1985,1.91256830693925,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1984,1.10497237570068,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1983,2.74361400094617,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1982,5.69999999999979,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1981,8.5205992510162,2026-04-15 23:34:58.984053
QAT,Qatar,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1980,6.79999999900022,2026-04-15 23:34:58.984053
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2024,160227273053.334,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2023,165384407116.233,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2022,183502046693.878,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2021,148350671489.144,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2020,111045470605.715,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2019,140856394860.529,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2018,138646316350.727,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2017,120687539805.505,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2016,109406674124.652,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2015,114585555688.511,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2014,162650450684.725,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2013,174168116534.844,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2012,174047662680.041,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2011,154039231245.856,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2010,115416245241.742,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2009,105968691905.415,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2008,147379737229.753,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2007,114634043361.692,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2006,101557330723.423,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2005,80798630136.9863,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2004,59439090600.6108,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2003,47874582231.588,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2002,38135788413.8276,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2001,34889559869.8326,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),2000,37718743480.0751,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1999,30122365849.2518,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1998,25943705784.2996,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1997,30350190704.4361,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1996,31492373308.7516,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1995,27186980646.5448,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1994,24848483838.3838,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1993,23941391390.7285,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1992,19858555214.7239,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1991,11009993703.1474,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1990,18427777777.7778,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1989,24313855653.3993,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1988,20690322152.8945,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1987,22368704133.6668,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1986,17903989745.178,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1985,21445970613.7595,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1984,21700082752.9369,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1983,20871081080.1538,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1982,21577153356.4192,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1981,25058020338.2535,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1980,28638868355.9196,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1979,24749063922.4796,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1978,15503557496.1916,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1977,14137406740.5065,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1976,13132252801.9372,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1975,12022811620.7867,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1974,13006948296.2705,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1973,5408804607.3129,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1972,4450537925.33189,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1971,3880392195.40688,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1970,2873638850.54446,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1969,2769198892.32044,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1968,2662798934.88043,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1967,2441599023.36039,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1966,2391199043.52038,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1965,2097199161.12034,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1964,2071668533.03471,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1963,1900895856.66293,2026-04-15 23:35:00.318679
KWT,Kuwait,NY.GDP.MKTP.CD,GDP (current US$),1962,1828107502.79955,2026-04-15 23:35:00.318679
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2025,2.181,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,2.151,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,2.08,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,2.133,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,2.97,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,3.489,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,2.213,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,2.202,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,2.23,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,2.16,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2015,2.2,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2014,2.9,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,2.465,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,2.227,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,2.051,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,1.82,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,1.64,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,1.75,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,1.5,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,1.3,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,1.455,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,1.7,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,1.3,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,1.1,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,0.8,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,0.8,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,0.7,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,0.7,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,0.7,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,0.7,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,0.694,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,0.7,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,0.8,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,0.878,2026-04-15 23:35:01.602488
KWT,Kuwait,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,0.884,2026-04-15 23:35:01.602488
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,2.89855072463762,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,3.64216403030709,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2022,3.98064961990313,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2021,3.42362947609188,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,2.101729548274,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,1.09184802655856,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2018,0.543133148199567,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2017,2.17183298510006,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,3.19839776658374,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,3.27170166092133,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2014,2.90892672858625,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2013,2.68229684085039,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2012,3.25514600287211,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2011,4.8394034987095,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2010,4.49640287769787,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2009,4.60959548447787,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2008,10.5827097865144,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2007,5.48494983277596,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2006,3.05701339166722,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2005,4.14297583631023,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2004,1.24856443679889,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2003,0.961350293542112,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2002,0.888450148074907,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2001,1.29999999999999,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2000,1.81294613887089,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1999,2.99081035923166,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1998,0.129658287674027,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1997,0.682191434707604,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1996,3.55398569684287,2026-04-15 23:35:02.872847
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1995,2.68672756582484,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1994,2.53443526170792,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1993,0.382541365165916,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1992,-0.54547121378821,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1991,9.05818836232758,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1990,9.83363531543402,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1989,3.34203359055792,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1988,1.46813288041913,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1987,0.654844691701656,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1986,0.953606740192038,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1985,1.49032181427877,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1984,1.17746005046669,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1983,4.71816809275156,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1982,7.77679842690853,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1981,7.37478159583807,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1980,6.92822668563188,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1979,7.04999999925009,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1978,8.6897451227484,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1977,9.88951925933102,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1976,5.23504273532376,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1975,8.39237057218445,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1974,12.9926108375187,2026-04-15 23:35:02.873849
KWT,Kuwait,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1973,8.26666666600006,2026-04-15 23:35:02.873849
